"Scripture","RCL ","Roman","Episcopal","Lutheran","United Methodist","Row Order"
,"Holy Week Monday B","Holy Week Monday B","Holy Week Monday B","Holy Week Monday B","Holy Week Monday B",1178
,"Lent 5C","Holy Week Monday C","Holy Week Monday C","Lent 5C","Lent 5C",1179
,"Holy Week Monday C",,,"Holy Week Monday C","Holy Week Monday C",1180
"John 12:12-16","Palms B","Palms B",,"Palms B","Palms C",1181
,"Palms C",,,"Palms C",,1182
"John 12:20-36","Holy Week Tuesday A","Lent 5B","Lent 5B","Holy Week Tuesday A","Holy Week Tuesday A",1183
,"Lent 5B",,,"Lent 5B","Lent 5B",1184
,"Holy Week Tuesday B",,,"Holy Week Tuesday B","Holy Week Tuesday B",1185
,"Holy Week Tuesday C",,,"Holy Week Tuesday C","Holy Week Tuesday C",1186
"John 12:37-50",,,"Holy Week Tuesday A",,,1187
,,,"Holy Week Tuesday B",,,1188
,,,"Holy Week Tuesday C",,,1189
"John 13:1-38","Holy Week Wednesda","Holy Week Tuesda","Holy Week Wednesda","Holy Week Wednesda","Holy Week Wednesda",1190
,"Holy/Maundy Thursday A","Holy/Maundy Thursday A","Holy/Maundy Thursday A","Holy/Maundy Thursday A","Holy/Maundy Thursday A",1191
,"Holy Week Wednesday B","Holy Week Tuesday B","Holy Week Wednesday B","Holy Week Wednesday B","Holy Week Wednesday B",1192
,"Holy/Maundy Thursday B","Holy Week Tuesday C","Holy/Maundy Thursday B","Holy/Maundy Thursday B","Holy/Maundy Thursday B",1193
,"Holy Week Wednesday C","Holy/Maundy Thursday B","Holy Week Wednesday C","Holy Week Wednesday C","Holy Week Wednesday C",1194
,"Holy/Maundy Thursday C","Holy/Maundy Thursday C","Holy/Maundy Thursday C","Holy/Maundy Thursday C","Holy/Maundy Thursday C",1195
,"Easter 5C","Easter 5C","Easter 5C","Easter 5C","Easter 5C",1196
"John 14:1-14","Easter 5A","Easter 5A","Easter 5A","Easter 5A","Easter 5A",1197
"John 14:8-17","Pentecost C",,"Pentecost A","Pentecost C","Pentecost C",1198
,,,"Pentecost B",,,1199
,,,"Pentecost C",,,1200
"John 14:15-21","Easter 6A","Easter 6A","Easter 5B","Easter 6A","Easter 6A",1201
"John 14:23-29","Easter 6C","Easter 6C","Easter 6C","Easter 6C","Easter 6C",1202
"John 15:1-8","Easter 5B","Easter 5B","Easter 6A","Easter 5B","Easter 5B",1203
"John 15:9-17","Easter 6B","Easter 6B","Easter 6B","Easter 6B","Easter 6B",1204
"John 15:26 - 16:15","Pentecost B","Trinity C","Trinity C","Pentecost B","Pentecost B",1205
,"Trinity C",,,"Trinity C","Trinity C",1206
"John 17:1-11","Easter 7A","Easter 7A","Easter 7A","Easter 7A","Easter 7A",1207
"John 17:6-19","Easter 7B","Easter 7B","Easter 7B","Easter 7B","Easter 7B",1208
"John 17:20-26","Easter 7C","Easter 7C","Easter 7C","Easter 7C","Easter 7C",1209
"John 18:1 - 19:42","Good Friday A","Good Friday A","Good Friday A","Good Friday A","Good Friday A",1210
,"Holy Saturday A","Holy Saturday A","Holy Saturday A","Holy Saturday A","Holy Saturday A",1211
,"Good Friday B","Good Friday B","Good Friday B","Good Friday B","Good Friday B",1212
,"Holy Saturday B","Holy Saturday B","Holy Saturday B","Holy Saturday B","Holy Saturday B",1213
,"Christ the King B","Christ the King B","Christ the King B","Christ the King B","Christ the King B",1214
,"Good Friday C","Good Friday C","Good Friday C","Good Friday C","Good Friday C",1215
,"Holy Saturday C","Holy Saturday C","Holy Saturday C","Holy Saturday C","Holy Saturday C",1216
"John 20:1-18","Easter Day A","Easter Day A","Easter Day A","Easter Day A","Easter Day A",1217
,"Easter Day B","Easter Day B",,"Easter Day B","Easter Day B",1218
,"Easter Day C","Easter Day C",,"Easter Day C","Easter Day C",1219
"John 20:19-31","Easter 2A","Easter 2A","Easter 2A","Easter 2A","Easter 2A",1220
,"Pentecost A","Pentecost A","Pentecost A","Pentecost A","Pentecost A",1221
,"Easter 2B","Easter 2B","Easter 2B","Easter 2B","Easter 2B",1222
,"Easter 2C","Pentecost B","Pentecost B","Easter 2C","Easter 2C",1223
,,"Easter 2C","Easter 2C",,,1224
,,"Pentecost C","Pentecost C",,,1225
"John 21:1-19","Easter 3C","Easter 3C","Easter 3C","Easter 3C","Easter 3C",1226
"Acts 1:1-11","Ascension A","Ascension A","Ascension A","Ascension A","Ascension A",1227
,"Ascension B","Ascension B","Easter 7A","Ascension B","Ascension B",1228
,"Ascension C","Ascension C","Ascension B","Ascension C","Ascension C",1229
,,,"Ascension C",,,1230
"Acts 1:6-14","Easter 7A","Easter 7A","Easter 7A","Easter 7A","Easter 7A",1231
"Acts 1:15-26","Easter 7B","Easter 7B","Easter 7B","Easter 7B","Easter 7B",1232
"Acts 2:1-21","Pentecost A","Pentecost A","Pentecost A","Pentecost A","Pentecost A",1233
,"Pentecost B","Pentecost B","Pentecost B","Pentecost B","Pentecost B",1234
,"Pentecost C","Pentecost C","Pentecost C","Pentecost C","Pentecost C",1235
"Acts 2:14-41","Easter 2A","Easter 3A","Easter 2A","Easter 2A","Easter 2A",1236
,"Easter 3A","Easter 4A","Easter 3A","Easter 3A","Easter 3A",1237
"Acts 2:42-47","Easter 4A","Easter 2A","Easter 3A","Easter 4A","Easter 4A",1238
"Acts 3:1-7",,,,,,1239
"Acts 3:12-26","Easter 3B","Easter 3B","Easter 2B","Easter 3B","Easter 3B",1240
"Acts 4:5-12","Easter 4B","Easter 4B","Easter 3B","Easter 4B","Easter 4B",1241
"Acts 4:23-37","Easter 2B","Easter 2B","Easter 4B","Easter 2B","Easter 2B",1242
"Acts 5:12-29",,"Easter 2C","Easter 2C",,,1243
"Acts 5:27-41","Easter 2C","Easter 3C","Easter Evening A","Easter 2C","Easter 2C",1244
,,,"Easter Evening B",,,1245
,,,"Easter Evening C",,,1246
,,,"Easter 2C",,,1247
"Acts 6:1-9",,"Easter 5A","Easter 4A",,,1248
"Acts 7:1-60","Easter 5A","Easter 7C","Easter 4A","Easter 5A","Easter 5A",1249
"Acts 8:5-8",,"Easter 6A",,,,1250
"Acts 8:14-17","Baptism C","Easter 6A",,"Baptism C","Baptism C",1251
"Acts 8:26-40","Easter 5B",,"Easter 5B","Easter 5B","Easter 5B",1252
"Acts 9:1-20","Easter 3C",,"Easter 3C","Easter 3C","Easter 3C",1253
"Acts 9:26-31",,"Easter 5B",,,,1254
"Acts 9:36-43","Easter 4C",,,"Easter 4C","Easter 4C",1255
"Acts 10:25-34",,"Easter 6B",,,,1256
"Acts 10:34-43","Baptism A","Baptism A","Baptism A","Baptism A","Baptism A",1257
,"Easter Day A","Easter Day A","Easter Day A","Easter Day A","Easter Day A",1258
,"Easter Day B","Baptism B","Baptism B","Easter Day B","Easter Day B",1259
,"Easter Day C","Easter Day B","Easter Day B","Easter Day C","Easter Day C",1260
,,"Baptism C","Baptism C",,,1261
,,"Easter Day C","Easter Day C",,,1262
"Acts 10:44-48","Easter 6B","Easter 6B",,"Easter 6B","Easter 6B",1263
"Acts 11:1-18","Easter 5C",,,"Easter 5C","Easter 5C",1264
"Acts 11:19-30",,,"Easter 6B",,,1265
"Acts 13:14-52",,"Easter 4C","Easter 4C",,,1266
,,"Proper 7C/ Ordinary 12C","Easter 5C",,,1267
"Acts 14:8-18",,,"Easter 6C",,,1268
"Acts 14:21-27",,"Easter 5C",,,,1269
"Acts 15:1-29",,"Easter 6C",,,,1270
"Acts 16:9-15","Easter 6C",,,"Easter 6C","Easter 6C",1271
"Acts 16:16-34","Easter 7C",,"Easter 7C","Easter 7C","Easter 7C",1272
"Acts 17:1-15",,,"Easter 5A",,,1273
"Acts 17:22-31","Easter 6A",,"Easter 6A","Easter 6A","Easter 6A",1274
"Acts 19:1-7","Baptism B",,,"Baptism B","Baptism B",1275
"Romans 1:1-7","Advent 4A","Advent 4A","Advent 4A","Advent 4A","Advent 4A",1276
"Romans 1:16-17; 3:22-31","Epiphany 9A","Epiphany 9A","Epiphany 9A","Epiphany 9A","Epiphany 9A",1277
,"Proper 4A",,,,,1278
"Romans 4:1-17","Lent 2A",,"Lent 2A","Lent 2A","Lent 2A",1279
"Romans 4:13-25","Proper 5A/ Ordinary 10A","Proper 5A/ Ordinary 10A","Proper 5A/ Ordinary 10A","Proper 5A/ Ordinary 10A","Proper 5A/ Ordinary 10A",1280
,"Lent 2B",,,"Lent 2B","Lent 2B",1281
"Romans 5:1-11","Lent 3A","Lent 3A","Lent 3A","Lent 3A","Lent 3A",1282
,"Proper 6A / Ordinary 11A","Proper 6A / Ordinary 11A","Proper 6A / Ordinary 11A","Proper 6A / Ordinary 11A","Proper 6A / Ordinary 11A",1283
,"Trinity C","Trinity C",,"Trinity C","Trinity C",1284
"Romans 5:12-21","Lent 1A","Lent 1A","Lent 1A","Lent 1A","Lent 1A",1285
,,"Proper 7A/ Ordinary 12A","Proper 7A/ Ordinary 12A",,,1286
"Romans 6:1-11","Easter Vigil A","Easter Vigil A","Easter Vigil A","Easter Vigil A","Easter Vigil A",1287
,"Proper 7A/ Ordinary 12A","Proper 8A/ Ordinary 13A","Proper 8A/ Ordinary 13A","Proper 7A/ Ordinary 12A","Proper 7A/ Ordinary 12A",1288
,"Easter Vigil B","Easter Vigil B","Easter Vigil B","Easter Vigil B","Easter Vigil B",1289
,"Easter Vigil C","Easter Vigil C","Easter Vigil C","Easter Vigil C","Easter Vigil C",1290
"Romans 6:12-23","Proper 8A/ Ordinary 13A",,"Lent 5A","Proper 8A/ Ordinary 13A","Proper 8A/ Ordinary 13A",1291
"Romans 7:13-25","Proper 9A/ Ordinary 14A",,"Proper 9A/ Ordinary 14A","Proper 9A/ Ordinary 14A","Proper 9A/ Ordinary 14A",1292
,,,"Lent 3B",,,1293
"Romans 8:1-11","Lent 5A","Lent 5A","Proper 9A/ Ordinary 14A","Lent 5A","Lent 5A",1294
,"Proper 10A/ Ordinary 15A","Proper 9A/ Ordinary 14A","Proper 10A/ Ordinary 15A","Proper 10A/ Ordinary 15A","Proper 10A/ Ordinary 15A",1295
"Romans 8:12-25","Proper 11A/ Ordinary 16A","Proper 9A/ Ordinary 14A","Proper 10A/ Ordinary 15A","Proper 11A/ Ordinary 16A","Proper 11A/ Ordinary 16A",1296
,"Trinity B","Proper 10A/ Ordinary 15A","Proper 11A/ Ordinary 16A","Trinity B","Trinity B",1297
,"Pentecost C","Trinity B","Trinity B","Pentecost C","Pentecost C",1298
"Romans 8:22-27","Pentecost B","Proper 11A/ Ordinary 16A",,"Pentecost B","Pentecost B",1299
"Romans 8:26-39","Proper 12A/ Ordinary 17/A","Proper 12A/ Ordinary 17/A","Proper 12A/ Ordinary 17/A","Proper 12A/ Ordinary 17/A","Proper 12A/ Ordinary 17/A",1300
,,"Proper 13A/ Ordinary 18A","Proper 13A/ Ordinary 18A",,,1301
,,"Lent 2B","Lent 2B",,,1302
"Romans 9:1-5","Proper 13A/ Ordinary 18A","Proper 14A/ Ordinary 19A","Proper 14A/ Ordinary 19A","Proper 13A/ Ordinary 18A","Proper 13A/ Ordinary 18A",1303
"Romans 10:5-15","Proper 14A/ Ordinary 19A","Lent 1C","Lent 1C","Proper 14A/ Ordinary 19A","Proper 14A/ Ordinary 19A",1304
,"Lent 1C",,,"Lent 1C","Lent 1C",1305
"Romans 11:1-32","Proper 15A/ Ordinary 20A",,"Proper 15A/ Ordinary 20A","Proper 15A/ Ordinary 20A","Proper 15A/ Ordinary 20A",1306
"Romans 11:33-36",,"Proper 16A/ Ordinary 21A","Proper 16A/ Ordinary 21A",,,1307
"Romans 12:1-8","Proper 16A/ Ordinary 21A","Proper 17A/ Ordinary 22A","Proper 17A/ Ordinary 22A","Proper 16A/ Ordinary 21A","Proper 16A/ Ordinary 21A",1308
"Romans 12:9-21","Proper 17A/ Ordinary 22A",,"Proper 18/ Ordinary 23A","Proper 17A/ Ordinary 22A","Proper 17A/ Ordinary 22A",1309
"Romans 13:8-14","Advent 1A","Advent 1A","Advent 1A","Advent 1A","Advent 1A",1310
,"Proper 18/ Ordinary 23A","Proper 18/ Ordinary 23A",,"Proper 18/ Ordinary 23A","Proper 18/ Ordinary 23A",1311
"Romans 14:1-12","Proper 19/ Ordinary 24A","Proper 19/ Ordinary 24A","Proper 19/ Ordinary 24A","Proper 19/ Ordinary 24A","Proper 19/ Ordinary 24A",1312
"Romans 15:4-13","Advent 2A","Advent 2A","Advent 2A","Advent 2A","Advent 2A",1313
"Romans 16:25-27","Advent 4B","Advent 4B","Advent 4B","Advent 4B","Advent 4B",1314
"1 Corinthians 1:1-9","Epiphany 2A","Epiphany 2A","Epiphany 2A","Epiphany 2A","Epiphany 2A",1315
"Advent 1B","Advent 1B","Advent 1B","Advent 1B","Advent 1B","Advent 1B",1316
"1 Corinthians 1:10-18","Epiphany 3A","Epiphany 3A","Epiphany 3A","Epiphany 3A","Epiphany 3A",1317
"1 Corinthians 1:18-31","Epiphany 4A","Epiphany 4A","Epiphany 4A","Epiphany 4A","Epiphany 4A",1318
,"Holy Week Tuesday A","Holy Week Tuesday A","Holy Week Tuesday A","Holy Week Tuesday A","Holy Week Tuesday A",1319
,"Lent 3B","Lent 3B","Holy Week Tuesday B","Lent 3B","Lent 3B",1320
,"Holy Week Tuesday B","Holy Week Tuesday B","Holy Week Tuesday C","Holy Week Tuesday B","Holy Week Tuesday B",1321
,"Holy Week Tuesday C","Holy Week Tuesday C",,"Holy Week Tuesday C","Holy Week Tuesday C",1322
"1 Corinthians 2:1-16","Epiphany 5A","Epiphany 5A","Epiphany 5A","Epiphany 5A","Epiphany 5A",1323
,,"Epiphany 6A",,,,1324
"1 Corinthians 3:1-9","Epiphany 6A",,"Epiphany 6A","Epiphany 6A","Epiphany 6A",1325
,"Thanksgiving A",,,,,1326
"1 Corinthians 3:10-23","Epiphany 7A","Epiphany 7A","Epiphany 7A","Epiphany 7A","Epiphany 7A",1327
"1 Corinthians 4:1-5","Epiphany 8A","Epiphany 8A","Epiphany 8A","Epiphany 8A","Epiphany 8A",1328
"1 Corinthians 5:6-8","Easter Evening A","Easter Day A","Easter Evening A","Easter Evening A","Easter Evening A",1329
,"Easter Evening B","Easter Evening A","Easter Evening B","Easter Evening B","Easter Evening B",1330
,"Easter Evening C","Easter Day B","Easter Evening C","Easter Evening C","Easter Evening C",1331
,,"Easter Evening B",,,,1332
,,"Easter Day C",,,,1333
,,"Easter Evening C",,,,1334
"1 Corinthians 6:11-20","Epiphany 2B","Epiphany 2B","Epiphany 2B","Epiphany 2B","Epiphany 2B",1335
"1 Corinthians 7:17-23",,,,,,1336
"1 Corinthians 7:29-31",,,,,,1337
"1 Corinthians 7:32-35",,"Epiphany 4B",,,,1338
"1 Corinthians 8:1-13","Epiphany 4B",,"Epiphany 4B","Epiphany 4B","Epiphany 4B",1339
"1 Corinthians 9:16-23","Epiphany 5B","Epiphany 5B","Epiphany 5B","Epiphany 5B","Epiphany 5B",1340
"1 Corinthians 9:24-27","Epiphany 6B",,"Epiphany 6B","Epiphany 6B","Epiphany 6B",1341
"1 Corinthians 10:1-17","Lent 3C","Body and Blood of Christ A","Lent 3C","Lent 3C","Lent 3C",1342
,,"Lent 3C",,,,1343
"1 Corinthians 10:31 - 11:1",,"Epiphany 6B",,,,1344
"1 Corinthians 11:23-32","Holy/Maundy Thursday A","Holy/Maundy Thursday A","Holy/Maundy Thursday A","Holy/Maundy Thursday A","Holy/Maundy Thursday A",1345
,"Holy/Maundy Thursday B","Holy/Maundy Thursday B","Holy/Maundy Thursday B","Holy/Maundy Thursday B","Holy/Maundy Thursday B",1346
,"Holy/Maundy Thursday C","Holy/Maundy Thursday C","Holy/Maundy Thursday C","Holy/Maundy Thursday C","Holy/Maundy Thursday C",1347
"1 Corinthians 12:1-11","Epiphany 2C","Epiphany 2C","Epiphany 2C","Epiphany 2C","Epiphany 2C",1348
"1 Corinthians 12:3-13 ","Pentecost A","Pentecost A","Pentecost A","Pentecost A","Pentecost A",1349
,,"Pentecost B","Pentecost B",,,1350
,,"Pentecost C","Pentecost C",,,1351
"1 Corinthians 12:12-31","Epiphany 3C","Epiphany 3C","Epiphany 3C","Epiphany 3C","Epiphany 3C",1352
,,,"Transfiguration C",,,1353
"1 Corinthians 13:1-13","Epiphany 4C","Epiphany 4C","Transfiguration C","Epiphany 4C","Epiphany 4C",1354
"1 Corinthians 14:12-20",,,"Epiphany 4C",,,1355
"1 Corinthians 15:1-11","Easter Day B","Epiphany 5C","Epiphany 5C","Easter Day B","Easter Day B",1356
,"Epiphany 5C",,,"Epiphany 5C","Epiphany 5C",1357
"1 Corinthians 15:12-20","Epiphany 6C","Christ the King A","Christ the King A","Epiphany 6C","Epiphany 6C",1358
,,"Epiphany 6C","Epiphany 6C",,,1359
"1 Corinthians 15:19-28","Easter Day C","Proper 15A/ Ordinary 20A",,"Easter Day C","Easter Day C",1360
,,"Easter Day C",,,,1361
"1 Corinthians 15:35-50",,,,,,1362
"1 Corinthians 15:51-58","Epiphany 8C","Epiphany 8C","Epiphany 8C","Epiphany 8C","Epiphany 8C",1363
"2 Corinthians 1:18-22","Epiphany 7B","Epiphany 7B","Epiphany 7B","Epiphany 7B","Epiphany 7B",1364
"2 Corinthians 3:1-11","Epiphany 8B","Epiphany 8B","Epiphany 8B","Epiphany 8B","Epiphany 8B",1365
"2 Corinthians 3:12 - 4:2","Transfiguration C","Transfiguration C",,"Transfiguration C","Transfiguration C",1366
"2 Corinthians 4:3-6","Transfiguration B",,,"Transfiguration B","Transfiguration B",1367
"2 Corinthians 4:5-12","Epiphany 9B","Epiphany 9B","Epiphany 9B","Epiphany 9B","Epiphany 9B",1368
,"Proper 4/ Ordinary 9B","Proper 4/ Ordinary 9B","Proper 4/ Ordinary 9B","Proper 4/ Ordinary 9B","Proper 4/ Ordinary 9B",1369
"2 Corinthians 4:13 - 5:1","Proper 5B/ Ordinary 10B","Proper 5B/ Ordinary 10B","Proper 5B/ Ordinary 10B","Proper 5B/ Ordinary 10B","Proper 5B/ Ordinary 10B",1370
"2 Corinthians 5:1-17","Proper 6/ Ordinary 11B","Proper 6/ Ordinary 11B","Proper 6/ Ordinary 11B","Proper 6/ Ordinary 11B","Proper 6/ Ordinary 11B",1371
"2 Corinthians 5:16-21","Lent 4C","Lent 4C","Lent 4C","Lent 4C","Lent 4C",1372
"2 Corinthians 5:20 - 6:10","Ash Wednesday A","Ash Wednesday A","Ash Wednesday A","Ash Wednesday A","Ash Wednesday A",1373
,"Ash Wednesday B","Ash Wednesday B","Ash Wednesday B","Ash Wednesday B","Ash Wednesday B",1374
,"Ash Wednesday C","Ash Wednesday C","Ash Wednesday C","Ash Wednesday C","Ash Wednesday C",1375
"2 Corinthians 6:1-13",,,,,,1376
"2 Corinthians 8:1-15","Proper 8/ Ordinary 13B","Proper 8/ Ordinary 13B","Proper 8/ Ordinary 13B","Proper 8/ Ordinary 13B","Proper 8/ Ordinary 13B",1377
"2 Corinthians 9:6-15","Thanksgiving A",,,"Thanksgiving A","Thanksgiving A",1378
"2 Corinthians 12:2-10","Proper 9/ Ordinary 14B","Proper 9/ Ordinary 14B","Proper 9/ Ordinary 14B","Proper 9/ Ordinary 14B","Proper 9/ Ordinary 14B",1379
"2 Corinthians 13:5-14","Trinity A","Trinity A","Trinity A","Trinity A","Trinity A",1380
"Galatians 1:1-12","Epiphany 9C","Epiphany 9C","Epiphany 9C","Epiphany 9C","Epiphany 9C",1381
,"Proper 4C/ Ordinary 9C","Proper 4C/ Ordinary 9C","Proper 4C/ Ordinary 9C","Proper 4C/ Ordinary 9C","Proper 4C/ Ordinary 9C",1382
"Galatians 1:11-24","Proper 5C/ Ordinary 10C","Proper 5C/ Ordinary 10C","Proper 5C/ Ordinary 10C","Proper 5C/ Ordinary 10C","Proper 5C/ Ordinary 10C",1383
"Galatians 2:11-21","Proper 6C/ Ordinary 11C","Proper 6C/ Ordinary 11C","Proper 6C/ Ordinary 11C","Proper 6C/ Ordinary 11C","Proper 6C/ Ordinary 11C",1384
"Galatians 3:23-29","Proper 7C/ Ordinary 12C",,"Christmas 1A","Proper 7C/ Ordinary 12C","Proper 7C/ Ordinary 12C",1385
,,,"Christmas 1B",,,1386
,,,"Christmas 1C",,,1387
,,,"Proper 7C/ Ordinary 12C",,,1388
"Galatians 4:4-7","Holy Name A","Holy Name A","Christmas 1A","Holy Name A","Holy Name A",1389
,"Christmas 1B","Holy Name B","Christmas 1B","Christmas 1B","Christmas 1B",1390
,"Holy Name B","Holy Name C","Christmas 1C","Holy Name B","Holy Name B",1391
,"Holy Name C",,,"Holy Name C","Holy Name C",1392
"Galatians 5:1-25","Proper 8C/ Ordinary 13C","Proper 8C/ Ordinary 13C","Proper 8C/ Ordinary 13C","Proper 8C/ Ordinary 13C","Proper 8C/ Ordinary 13C",1393
"Galatians 6:1-18","Proper 9C/ Ordinary 14C","Proper 9C/ Ordinary 14C","Proper 9C/ Ordinary 14C","Proper 9C/ Ordinary 14C","Proper 9C/ Ordinary 14C",1394
"Ephesians 1:1-14","Christmas 2A","Christmas 2A","Christmas 2A","Christmas 2A","Christmas 2A",1395
,"Christmas 2B","Christmas 2B","Christmas 2B","Christmas 2B","Christmas 2B",1396
,"Proper 10/ Ordinary 15B","Proper 10/ Ordinary 15B","Proper 10/ Ordinary 15B","Proper 10/ Ordinary 15B","Proper 10/ Ordinary 15B",1397
,"Christmas 2C","Christmas 2C","Christmas 2C","Christmas 2C","Christmas 2C",1398
"Ephesians 1:11-23","Ascension A","Christmas 2A","Christmas 2A","Ascension A","Ascension A",1399
,"Christ the King A","Ascension A","Ascension A","Christ the King A","Christ the King A",1400
,"Ascension B","Christmas 2B","All Saints A (service 2)","Ascension B","Ascension B",1401
,"All Saints C","Ascension B","Christmas 2B","All Saints C","All Saints C",1402
,,,"Ascension B",,,1403
,,,"All Saints B (service 2)",,,1404
,,,"All Saints C (service 2)",,,1405
"Ephesians 2:1-10","Lent 4B","Lent 4B","Lent 4B","Lent 4B","Lent 4B",1406
"Ephesians 2:11-22",,,,,,1407
"Ephesians 3:1-12","Epiphany A","Epiphany A","Epiphany A","Epiphany A","Epiphany A",1408
,"Epiphany B","Epiphany B","Epiphany B","Epiphany B","Epiphany B",1409
,"Epiphany C","Epiphany C","Epiphany C","Epiphany C","Epiphany C",1410
"Ephesians 3:14-21","Proper 12/ Ordinary 17B",,,"Proper 12/ Ordinary 17B","Proper 12/ Ordinary 17B",1411
"Ephesians 4:1-16","Proper 13/ Ordinary 18B","Proper 12/ Ordinary 17B","Proper 12/ Ordinary 17B","Proper 13/ Ordinary 18B","Proper 13/ Ordinary 18B",1412
,,"Proper 13/ Ordinary 18B",,,,1413
"Ephesians 4:17-25",,,"Proper 13/ Ordinary 18B",,,1414
"Ephesians 4:25 - 5:2","Proper 14/ Ordinary 19B","Proper 14/ Ordinary 19B","Proper 14/ Ordinary 19B","Proper 14/ Ordinary 19B","Proper 14/ Ordinary 19B",1415
"Ephesians 5:1-7",,,"Lent 4A",,,1416
"Ephesians 5:8-14","Lent 4A","Lent 4A","Lent 4A","Lent 4A","Lent 4A",1417
"Ephesians 5:15-20","Proper 15/ Ordinary 20B","Proper 15/ Ordinary 20B","Proper 15/ Ordinary 20B","Proper 15/ Ordinary 20B","Proper 15/ Ordinary 20B",1418
"Ephesians 5:21-33",,"Proper 16/ Ordinary 21B","Proper 16/ Ordinary 21B",,,1419
"Ephesians 6:10-20","Proper 16/ Ordinary 21B",,"Proper 17/ Ordinary 22B","Proper 16/ Ordinary 21B","Proper 16/ Ordinary 21B",1420
"Philippians 1:1-11","Advent 2C","Advent 2C","Advent 2C","Advent 2C","Advent 2C",1421
"Philippians 1:20-30","Proper 20/ Ordinary 25A","Proper 20/ Ordinary 25A","Proper 20/ Ordinary 25A","Proper 20/ Ordinary 25A","Proper 20/ Ordinary 25A",1422
"Philippians 2:1-13","Holy Name A","Passion A","Holy Name A","Holy Name A","Holy Name A",1423
,"Passion A","Proper 21/ Ordinary 26A","Passion A","Passion A","Passion A",1424
,"Proper 21/ Ordinary 26A","Passion B","Proper 21/ Ordinary 26A","Proper 21/ Ordinary 26A","Proper 21/ Ordinary 26A",1425
,"Holy Name B","Passion C","Holy Name B","Holy Name B","Holy Name B",1426
,"Passion B",,"Passion B","Passion B","Passion B",1427
,"Holy Name C",,"Holy Name C","Holy Name C","Holy Name C",1428
,"Passion C",,"Passion C","Passion C","Passion C",1429
"Philippians 3:4-14","Proper 22/ Ordinary 27A","Lent 5C","Lent 5C","Proper 22/ Ordinary 27A","Proper 22/ Ordinary 27A",1430
,"Lent 5C",,,"Lent 5C","Lent 5C",1431
"Philippians 3:14 - 4:1","Lent 2C","Lent 2C","Proper 22/ Ordinary 27A","Lent 2C","Lent 2C",1432
,,,"Lent 2C",,,1433
"Philippians 4:1-13","Proper 23/ Ordinary 28A","Proper 22/ Ordinary 27A","Proper 23/ Ordinary 28A","Proper 23/ Ordinary 28A","Proper 23/ Ordinary 28A",1434
,"Advent 3C","Advent 3C","Advent 3C","Advent 3C","Advent 3C",1435
,"Thanksgiving C",,,"Thanksgiving C","Thanksgiving C",1436
"Philippians 4:12-20",,"Proper 23/ Ordinary 28A",,,,1437
"Colossians 1:1-14","Proper 10C/ Ordinary 15C",,"Proper 10C/ Ordinary 15C","Proper 10C/ Ordinary 15C","Proper 10C/ Ordinary 15C",1438
"Colossians 1:11-20","Christ the King C","Proper 10C/ Ordinary 15C","Christ the King C","Christ the King C","Christ the King C",1439
,,"Christ the King C",,,,1440
"Colossians 1:15-29","Proper 11C/ Ordinary 16C","Proper 11C/ Ordinary 16C","Proper 11C/ Ordinary 16C","Proper 11C/ Ordinary 16C","Proper 11C/ Ordinary 16C",1441
"Colossians 2:6-19","Proper 12C/ Ordinary 17C","Proper 12C/ Ordinary 17C","Proper 12C/ Ordinary 17C","Proper 12C/ Ordinary 17C","Proper 12C/ Ordinary 17C",1442
"Colossians 3:1-11","Easter Day A","Easter Day A","Easter Day A","Easter Day A","Proper 13C/ Ordinary 18C",1443
,"Proper 13C/ Ordinary 18C","Easter Day B","Easter Day B","Proper 13C/ Ordinary 18C",,1444
,,"Proper 13C/ Ordinary 18C","Easter Day C",,,1445
,,,"Proper 13C/ Ordinary 18C",,,1446
"Colossians 3:12-21","Christmas 1C","Christmas 1A","Proper 13C/ Ordinary 18C","Christmas 1C","Christmas 1C",1447
,,"Thanksgiving A",,,,1448
,,"Christmas 1B",,,,1449
,,"Thanksgiving B",,,,1450
,,"Christmas 1C",,,,1451
,,"Thanksgiving C",,,,1452
"1 Thessalonians 1:1-10","Proper 24/ Ordinary 29A","Proper 24/ Ordinary 29A","Proper 24/ Ordinary 29A","Proper 24/ Ordinary 29A","Proper 24/ Ordinary 29A",1453
,,"Proper 25/ Ordinary 30A",,,,1454
"1 Thessalonians 2:1-8","Proper 25/ Ordinary 30A","Proper 26/ Ordinary 31A","Proper 25/ Ordinary 30A","Proper 25/ Ordinary 30A","Proper 25/ Ordinary 30A",1455
"1 Thessalonians 2:9-20","Proper 26/ Ordinary 31A","Proper 26/ Ordinary 31A","Proper 26/ Ordinary 31A","Proper 26/ Ordinary 31A","Proper 26/ Ordinary 31A",1456
"1 Thessalonians 3:9-13","Advent 1C",,"Advent 1C","Advent 1C","Advent 1C",1457
"1 Thessalonians 3:12 - 4:2",,"Advent 1C",,,,1458
"1 Thessalonians 4:13-18","Proper 27/ Ordinary 32A","Proper 27/ Ordinary 32A","Proper 27/ Ordinary 32A","Proper 27/ Ordinary 32A","Proper 27/ Ordinary 32A",1459
"1 Thessalonians 5:1-11","Proper 28/ Ordinary 33A","Proper 28/ Ordinary 33A","Proper 28/ Ordinary 33A","Proper 28/ Ordinary 33A","Proper 28/ Ordinary 33A",1460
